claim,url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,username,displayname,description,rawDescription,descriptionUrls,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,linkUrl,linkTcourl,profileImageUrl,profileBannerUrl,label,user_id
Four Ukrainian security officers were shot on the border with Hungary,https://twitter.com/kp_ukraine/status/1209371479537831936,2019-12-24 07:13:24+00:00,СМИ: на Закарпатье расстреляли опергруппу СБУ - Новости на https://t.co/VJsekj5AFm https://t.co/vroQy8a2yu,СМИ: на Закарпатье расстреляли опергруппу СБУ - Новости на KP.UA kp.ua/incidents/6557…,1209371479537831936,1.0,0.0,0.0,0.0,1.209371479537832e+18,ru,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,"['http://KP.UA', 'https://kp.ua/incidents/655770-smy-na-zakarpate-rasstrelialy-operhruppu-sbu-obnaruzheno-chetyre-trupa?_utl_t=tw']","['https://t.co/VJsekj5AFm', 'https://t.co/vroQy8a2yu']",,,,,,,,,,kp_ukraine,КП в Украине,"Мы в других соцсетях:
Facebook: facebook.com/kp.kiev/
Telegram: t.me/kp_in_ua
Іnstagram: instagram.com/kp_ukraine/","Мы в других соцсетях:
Facebook: https://t.co/t0SNGfOit1
Telegram: https://t.co/u3ETbZPVqC
Іnstagram: https://t.co/nRAwBwjFtw","[{'text': 'facebook.com/kp.kiev/', 'url': 'http://facebook.com/kp.kiev/', 'tcourl': 'https://t.co/t0SNGfOit1', 'indices': (32, 55)}, {'text': 't.me/kp_in_ua', 'url': 'http://t.me/kp_in_ua', 'tcourl': 'https://t.co/u3ETbZPVqC', 'indices': (66, 89)}, {'text': 'instagram.com/kp_ukraine/', 'url': 'http://instagram.com/kp_ukraine/', 'tcourl': 'https://t.co/nRAwBwjFtw', 'indices': (101, 124)}]",False,2010-08-03 17:28:37+00:00,2497.0,4216.0,214655.0,13782.0,63.0,4364.0,Киев,False,http://www.kp.ua,https://t.co/Of3Pjjkw5O,https://pbs.twimg.com/profile_images/1466408159480795143/9lOYiAH1_normal.jpg,,,174328768
Four Ukrainian security officers were shot on the border with Hungary,https://twitter.com/olgasher2/status/1209234386434043904,2019-12-23 22:08:38+00:00,"@Rusvesna1 В свою очередь в ведомстве данную информацию опровергли и заявили, что в ряде СМИ опубликовали ложные сведения
https://t.co/QZmoHaZBWe 
Уважаемые журналисты, не распространяйте фейк про ""расстрел группы СБУ на Закарпатье"". Это полный бред!, - заявила в FB спикер СБУ Е/Гитлянская.","@Rusvesna1 В свою очередь в ведомстве данную информацию опровергли и заявили, что в ряде СМИ опубликовали ложные сведения
kp.ua/incidents/6557… 
Уважаемые журналисты, не распространяйте фейк про ""расстрел группы СБУ на Закарпатье"". Это полный бред!, - заявила в FB спикер СБУ Е/Гитлянская.",1209234386434043904,0.0,0.0,0.0,0.0,1.2092146576780042e+18,ru,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://kp.ua/incidents/655770-smy-na-zakarpate-rasstrelialy-operhruppu-sbu-obnaruzheno-chetyre-trupa'],['https://t.co/QZmoHaZBWe'],,,1.2092146576780042e+18,https://twitter.com/Rusvesna1,"[User(username='Rusvesna1', id=3374103395, displayname='Русская Весна', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,olgasher2,olga sher,"Хочу видеть эту Землю счастливой 
🌏🌍🌎","Хочу видеть эту Землю счастливой 
🌏🌍🌎",,False,2017-05-19 16:52:52+00:00,67.0,116.0,32232.0,37720.0,0.0,1979.0,,False,,,https://pbs.twimg.com/profile_images/867072028175675392/qmlnFjXr_normal.jpg,https://pbs.twimg.com/profile_banners/865611223613804544/1565288071,,865611223613804544
Four Ukrainian security officers were shot on the border with Hungary,https://twitter.com/Radio_BFM/status/1209243490540040192,2019-12-23 22:44:49+00:00,"Опергруппу СБ Украины пытали и расстреляли у границы с Венгрией

Оперативная группа выполняла задание по документации трафика контрабанды https://t.co/6LH0Z8dyqJ","Опергруппу СБ Украины пытали и расстреляли у границы с Венгрией

Оперативная группа выполняла задание по документации трафика контрабанды amp.gs/iaIq",1209243490540040192,0.0,2.0,1.0,0.0,1.2092434905400402e+18,ru,"<a href=""https://amplifr.com"" rel=""nofollow"">Amplifr</a>",https://amplifr.com,Amplifr,['http://amp.gs/iaIq'],['https://t.co/6LH0Z8dyqJ'],,,,,,,,,,Radio_BFM,Business FM,"Твиттер радио Business FM (Бизнес фм, радио БФМ, bfm). Держитесь курса! FB facebook.com/BusinessFM VK  vk.com/bfm
Telegram t.me/BFMnews","Твиттер радио Business FM (Бизнес фм, радио БФМ, bfm). Держитесь курса! FB https://t.co/va0m51jj1f VK  https://t.co/9GBpwduNv7
Telegram https://t.co/a3zgpZAscV","[{'text': 'facebook.com/BusinessFM', 'url': 'https://www.facebook.com/BusinessFM', 'tcourl': 'https://t.co/va0m51jj1f', 'indices': (75, 98)}, {'text': 'vk.com/bfm', 'url': 'https://vk.com/bfm', 'tcourl': 'https://t.co/9GBpwduNv7', 'indices': (103, 126)}, {'text': 't.me/BFMnews', 'url': 'http://t.me/BFMnews', 'tcourl': 'https://t.co/a3zgpZAscV', 'indices': (136, 159)}]",True,2009-05-31 13:29:31+00:00,20274.0,84.0,232148.0,51.0,260.0,12548.0,Moscow,False,http://www.bfm.ru,https://t.co/XIeiMWUMF6,https://pbs.twimg.com/profile_images/590071521676304384/l1ChCkVe_normal.jpg,https://pbs.twimg.com/profile_banners/43687492/1429519535,,43687492
Estonia is afraid of Sputnik's influence,https://twitter.com/FabioPEOC/status/1207654508207263745,2019-12-19 13:30:46+00:00,https://t.co/Wtkx5q5Ako,sputniknews.com/europe/2019121…,1207654508207263744,0.0,0.0,0.0,0.0,1.2076545082072637e+18,und,"<a href=""https://direitopresente.com"" rel=""nofollow"">PEOC-feed</a>",https://direitopresente.com,PEOC-feed,['https://sputniknews.com/europe/201912191077630056-Putin-to-Journalists-of-Sputnik-Estonia-They-Must-be-Afraid-of-Your-Influence-on-People/'],['https://t.co/Wtkx5q5Ako'],,,,,,,,,,FabioPEOC,Fabio Mathias,Sobre política e liberdade.,Sobre política e liberdade.,,False,2011-08-31 15:29:13+00:00,493.0,1333.0,42045.0,526.0,3.0,11.0,Brasil,False,,,https://pbs.twimg.com/profile_images/1177536534846816257/h13z5Cc6_normal.jpg,https://pbs.twimg.com/profile_banners/365514381/1583363869,,365514381
Estonia threatens Sputnik staff with police,https://twitter.com/starandsixpence/status/1207492579715104768,2019-12-19 02:47:19+00:00,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary https://t.co/88ysFjlBoa,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary sputniknews.com/europe/2019121…,1207492579715104768,0.0,0.0,0.0,0.0,1.2074925797151048e+18,ca,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/'],['https://t.co/88ysFjlBoa'],,,,,,,,,,starandsixpence,Elijah Traven,For independence and solidarity and social equality.,For independence and solidarity and social equality.,,False,2013-12-27 07:31:17+00:00,1607.0,4989.0,52207.0,11229.0,35.0,1852.0,,False,,,https://pbs.twimg.com/profile_images/592534410441957377/16wWxEjB_normal.jpg,https://pbs.twimg.com/profile_banners/2263964310/1430106649,,2263964310
Estonia threatens Sputnik staff with police,https://twitter.com/jondknight/status/1207431033530007552,2019-12-18 22:42:46+00:00,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Sputnik International https://t.co/kwDHf7uqME,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Sputnik International sputniknews.com/europe/2019121…,1207431033530007552,0.0,0.0,0.0,0.0,1.2074310335300076e+18,ro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/'],['https://t.co/kwDHf7uqME'],,,,,,,,,,jondknight,Jonathan Knight,,,,False,2010-10-10 12:06:20+00:00,755.0,3379.0,1158956.0,2512.0,100.0,4319.0,,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,200838452
Estonia threatens Sputnik staff with police,https://twitter.com/nakaka_/status/1207362037136818176,2019-12-18 18:08:36+00:00,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Sputnik International: https://t.co/WziiLUFJCe,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Sputnik International: sputniknews.com/europe/2019121…,1207362037136818176,0.0,0.0,0.0,0.0,1.2073620371368182e+18,ro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/'],['https://t.co/WziiLUFJCe'],,,,,,,,,,nakaka_,Nakaka⏳🎗️,🇨🇳🇨🇺🇻🇪🇷🇺🇵🇸🇰🇵,🇨🇳🇨🇺🇻🇪🇷🇺🇵🇸🇰🇵,,False,2010-03-28 00:33:32+00:00,801.0,2360.0,117671.0,82394.0,39.0,2113.0,,False,,,https://pbs.twimg.com/profile_images/1225118720516751360/G1WHfE8c_normal.jpg,https://pbs.twimg.com/profile_banners/127082289/1580926040,,127082289
Estonia threatens Sputnik staff with police,https://twitter.com/milant3/status/1207356082592657409,2019-12-18 17:44:56+00:00,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary: https://t.co/7VC24L1AcB преко @SputnikInt,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary: sputniknews.com/europe/2019121… преко @SputnikInt,1207356082592657408,0.0,0.0,0.0,0.0,1.2073560825926574e+18,ro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/'],['https://t.co/7VC24L1AcB'],,,,,"[User(username='SputnikInt', id=34262462, displayname='Sputnik', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,milant3,MilanT 1244,"I care
parler.com/profile/MilanT…","I care
https://t.co/nDs0tr33BY","[{'text': 'parler.com/profile/MilanT…', 'url': 'https://parler.com/profile/MilanT3/posts', 'tcourl': 'https://t.co/nDs0tr33BY', 'indices': (7, 30)}]",False,2011-07-29 10:22:05+00:00,2838.0,1948.0,170586.0,57594.0,25.0,1044.0,Ni na nebu ni na zemlji,False,,,https://pbs.twimg.com/profile_images/3530464239/b38d2b78bc601eca07c552b6ef87bfc6_normal.jpeg,https://pbs.twimg.com/profile_banners/344626195/1353154374,,344626195
Estonia threatens Sputnik staff with police,https://twitter.com/SputnikInt/status/1207348420152897536,2019-12-18 17:14:29+00:00,UPDATE: Threats against Sputnik Estonia employees contradict Tallinn's OSCE obligations - Moscow https://t.co/SGWbyoztzk,UPDATE: Threats against Sputnik Estonia employees contradict Tallinn's OSCE obligations - Moscow sptnkne.ws/AJcY,1207348420152897536,0.0,2.0,5.0,0.0,1.2073116268583158e+18,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['http://sptnkne.ws/AJcY'],['https://t.co/SGWbyoztzk'],,,1.2073116268583158e+18,https://twitter.com/SputnikInt,,,,,,SputnikInt,Sputnik,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.","Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",,True,2009-04-22 12:55:28+00:00,328915.0,305.0,184618.0,32.0,6715.0,15030.0,,False,http://sputniknews.com,https://t.co/FRgvSyM3I8,https://pbs.twimg.com/profile_images/1338442439862996992/LABf4E_j_normal.jpg,https://pbs.twimg.com/profile_banners/34262462/1641204560,"UserLabel(description='Russia state-affiliated media', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",34262462
Estonia threatens Sputnik staff with police,https://twitter.com/Orthodoxe/status/1207320052321656837,2019-12-18 15:21:46+00:00,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Press Service: https://t.co/drvINzLsvQ via @SputnikInt,Rossiya Segodnya Considers Tallinn's Actions Against Sputnik Estonia to Be Arbitrary - Press Service: sputniknews.com/europe/2019121… via @SputnikInt,1207320052321656832,0.0,0.0,0.0,0.0,1.2073200523216568e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_inter_en'],['https://t.co/drvINzLsvQ'],,,,,"[User(username='SputnikInt', id=34262462, displayname='Sputnik', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,Orthodoxe,Брат Иоанн ☦ 🇫🇷 🇷🇺,Moine de l'Eglise Orthodoxe. Sur Twitter pour information et défendre Russie. Монах Православной Церкви. Hа Twitter для получения информации и защищать Россию,Moine de l'Eglise Orthodoxe. Sur Twitter pour information et défendre Russie. Монах Православной Церкви. Hа Twitter для получения информации и защищать Россию,,False,2010-10-04 05:04:19+00:00,2686.0,2179.0,471747.0,68237.0,321.0,47826.0,France ; Russie,False,http://www.facebook.com/jeanbaptiste.v.pain,https://t.co/QLUUlApbZY,https://pbs.twimg.com/profile_images/919712079573147650/CANYRntD_normal.jpg,https://pbs.twimg.com/profile_banners/198393228/1618062341,,198393228
Estonia threatens Sputnik staff with police,https://twitter.com/FabioPEOC/status/1207314696338071559,2019-12-18 15:00:29+00:00,https://t.co/Fz4PONG05y,sputniknews.com/europe/2019121…,1207314696338071552,0.0,0.0,0.0,0.0,1.2073146963380716e+18,und,"<a href=""https://direitopresente.com"" rel=""nofollow"">PEOC-feed</a>",https://direitopresente.com,PEOC-feed,['https://sputniknews.com/europe/201912181077608874-rossiya-segodnya-considers-tallinns-actions-against-sputnik-estonia-to-be-arbitrary/'],['https://t.co/Fz4PONG05y'],,,,,,,,,,FabioPEOC,Fabio Mathias,Sobre política e liberdade.,Sobre política e liberdade.,,False,2011-08-31 15:29:13+00:00,493.0,1333.0,42045.0,526.0,3.0,11.0,Brasil,False,,,https://pbs.twimg.com/profile_images/1177536534846816257/h13z5Cc6_normal.jpg,https://pbs.twimg.com/profile_banners/365514381/1583363869,,365514381
